project_number,project_link,hpa_number,location,property,description,review_type,recommendation,meeting_link,previous_review,cfa_action,submitted_documents,owner,,superseded_by
OG 18-220,/records-research/project-search/og-18-220,HPA 18-405,"1683 34th Street, NW
United States",Residence,Window replacements,Permit,"No objection to issuance of permit for replacement of thirteen wood windows at front, side, and rear elevation, per drawings received 18 May 2018, which indicate the front windows would be single-glazed, true-divided-lite, wood windows to fit the original openings and match the existing lite configuration and the windows at the side and rear elevations would be double-glazed wood windows with simulated-divided-lite muntins.  During installation, the existing infill around the existing windows would be removed.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28917,,,,,,
OG 18-221,/records-research/project-search/og-18-221,HPA 18-406,"2907 P Street, NW
United States",Residence,Rear addition,Permit,"No objection to issuance of permit for one-story addition at rear, per drawings received 18 May 2018, which indicate the installation of a wood, double-glazed, simulated-divided-lite window system.  Note that this approval overrides previous permit approval for two-story addition from May 2015 (OG 15-189).  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28917,"('/records-research/project-search/og-18-221', 'OG 18-221')",,,,,
OG 18-230,/records-research/project-search/og-18-230,HPA 18-415,"3327 O Street, NW
United States",Residence,Rear addition,Concept,"No objection to concept design for rear addition, which includes window opening alterations, basement underpinning, and basement stair alterations, per supplemental drawings received 18 May 2018, PROVIDED the roof antenna is removed.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28917,"('/records-research/project-search/og-18-230', 'OG 18-230')",,,,,
OG 18-231,/records-research/project-search/og-18-231,HPA 18-416,"3150 M Street, NW
United States",Commercial,Alterations,Concept,"No objection to concept design for alterations at rear alley and replacement of HVAC rooftop equipment, per drawings received 25 May 2018, PROVIDED the permit drawings include HVAC equipment that is not visible from Blues Alley and use of the existing louver opening for installation of new air vent instead of a new opening. File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28917,,,,,,
OG 18-234,/records-research/project-search/og-18-234,HPA 18-419,"1061 31st Street, NW
United States",Commercial,"Installation of kiosk, removal of canopy",Permit,"No objection to issuance of permit for the installation of a wall-mounted, hotel-check-in kiosk within the northernmost door opening on the front facade, replacement of single-leaf wood louvered door with a double-leaf wood louvered door at northernmost opening on front facade, and removal of the existing inappropriate canopy installed in 2015, per supplemental drawings received 25 May 2018, which indicate that the kiosk will not be visible when new double doors are shut. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28917,"('/records-research/project-search/og-18-234', 'OG 18-234')",,,,,
OG 18-102,/records-research/project-search/og-18-102-3,HPA 18-186,"3053 P Street, NW
United States",Residence,"Alterations to side and rear elevations, site alterations, window & door replacement",Concept,"No objection to concept design for alterations, per drawings received ___ April 2018, including construction of a new glass and steel addition at the rear ell, the addition of one projecting bay window at the east elevation of the main house, and site work, which includes the addition of a trellis, spa, and raised terrace, PROVIDED the applicant returns with Design Development drawings that further study the scale and height of the trellis and include further-developed details for the projecting bay window. File new submission at DCRA of Design Development drawings for review by the Commission.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,"('/records-research/project-search/og-18-102-1', 'OG 18-102')",,,,,
OG 18-136,/records-research/project-search/og-18-136,HPA 18-260,"3641 St. Mary's Place, NW
United States",Residence,Roof replacement,Concept,"No objection to concept design for roof replacement, per drawings received 6 April 2018, which indicate the existing standing-seam metal roof would be replaced to match existing, PROVIDED if copper is used, it is lead or zinc-tin coated.  Please file a permit submission at DCRA with detailed and measured drawings, including dimensions and details about new exhaust fan and the metal roof to be installed.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-142,/records-research/project-search/og-18-142,HPA 18-270,"1255 Wisconsin Avenue, NW
United States",Multi-family residence,Fence alterations,Permit,"No objection to issuance of permit for fence removal and reinstallation, per drawings received 3 April 2018, which indicate the large metal post would be removed permanently and the existing metal panels and matching posts would be retained and reinstalled at a slightly different location.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-163,/records-research/project-search/og-18-163-0,HPA 18-295,"2716 O Street, NW
United States",Residence,"Rear addition, demolition, site work",Permit,"No objection to issuance of permit for rear addition and site work, per drawings received 13 April 2018, which indicate minimal demolition at rear.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,"('/records-research/project-search/og-18-163', 'OG 18-163')",,,,,
OG 18-165,/records-research/project-search/og-18-165,HPA 18-309,"2715 Pennsylvania Avenue, NW
United States",Mixed-use,"Demolition, new construction",Concept,"No objection to concept-approval extension to demolish non-contributing service station, and erect a five-story mixed-use building as shown in drawings received 13 April 2018, the same drawings that were approved two years ago with the date 21 March 2016, PROVIDED a Design Development sets of drawings is submitted prior to permit submission.  File new submission at DCRA of Design Development drawings, including wall sections, masonry, lighting, and railing details, and material samples.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,"('/records-research/project-search/og-15-239-2', 'OG 15-239')",,,,,
OG 18-166,/records-research/project-search/og-18-166,HPA 18-310,"2805 M Street, NW
United States",Commercial,"Sign - ""Bibibop"" - existing alterations without review",Permit,"No objection to issuance of permit for removal of existing ""Bibibop"" sign and wood panel installed without review or approval and the installation of a halo-lit, pin-mounted-letter sign reading ""Bibibop,"" per supplemental drawings received 20 April 2018, which indicate that the letters would be no taller than 12 inches, would not cover the decorative brick detailing, would be installed at the mortar joints, and would have opaque fronts and sides.  Note that all associated conduits must also be installed at mortar joints.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-170,/records-research/project-search/og-18-170,HPA 18-325,"3270 P Street, NW
United States",Residence,Front door replacement,Permit,"No objection to issuance of permit for door replacement, per drawings received 13 April 2018, which indicate the existing nine-lite-over-two-panel wood door will be replaced with a solid six-panel wood door with no glazing, PROVIDED the replacement door fits the existing opening and no infill is installed.   Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-173,/records-research/project-search/og-18-173,HPA 18-329,"2457 P Street, NW
United States",Residence,"Rear alterations, roof replacement",Permit,"No objection to issuance of permit for a fenestration alterations at rear and roof deck at the rear addition, which would require the construction of a 3-feet-tall parapet wall around the existing addition, per drawings received ___ April 2018, PROVIDED Option 2 is utilized during construction.   Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-174,/records-research/project-search/og-18-174,HPA 18-330,"1641 Wisconsin Avenue, NW
United States",Commercial,"Signage - ""Manny & Olga's Pizza""",Permit,"No objection to issuance of permit for pin-mounted sign reading ""Manny & Olga's"" at the existing metal fascia of the storefront, per drawings received 13 April 2018, which indicate the sign would be installed with a raceway, PROVIDED the raceway is painted to match the fascia and penetrations at the existing metal fascia are minimized. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,"('/records-research/project-search/og-18-002-1', 'OG 18-002')",,,,,
OG 18-180,/records-research/project-search/og-18-180,HPA 18-331,"1228 27th Street, NW
United States",Residence,"Window enlargement, railing replacement",Concept,"No objection to concept design for the alteration of five window openings at the front and side elevations, which includes lowering the sills of the existing windows by less than a foot, and replacing existing railings to match existing, per drawings received ___ April 2018, which indicate the new window openings would remain smaller than the window openings at the first floor. File new submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-182,/records-research/project-search/og-18-182,HPA 18-338,"3123 Dumbarton Street, NW
United States",Residence,Wall reconstruction,Permit,"No objection to issuance of permit for reconstruction of stone retaining wall at driveway and front yard, as well as the replacement of the existing concrete driveway, per drawings received 13 April 2018, which indicate the existing stones, brick cap, and wood picket fence would be retained and reinstalled.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-188,/records-research/project-search/og-18-188,HPA 18-344,"2907 P Street, NW
United States",Residence,Rear addition,Concept,"No objection to concept design for one-story addition at rear, per drawings received 20 April 2018, which indicate the installation of a wood, double-glazed, simulated-divided-lite system.  File new submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-190,/records-research/project-search/og-18-190,HPA 18-346,"3317 P Street, NW
United States",Residence,"New garden shed, fence replacement, patios",Permit,"No objection to issuance of permit for site work at rear yard, including new 7-feet-tall custom-built frame garden shed with standing-seam metal roof, new capped 7-feet-tall vertical-board wood fence, two flagstone and brick patios installed on dust, flagstone stepping stones, and landscaping, per supplemental drawings received 20 April 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,"('/records-research/project-search/og-18-117-1', 'OG 18-117')",,,,,
OG 18-191,/records-research/project-search/og-18-191,HPA 18-347,"2512 Q Street, NW
United States",Multi-family residence,Temporary banner,Permit,"No objection to issuance of permit for installation of 25' by 10'-2"" temporary vinyl banner, which would wrap the northeast corner of the middle wing of the building, per drawings received 20 April 2018, PROVIDED the banner is installed at mortar joints with lead anchors (no expansion anchors), holes in mortar are refilled upon removal, and would be removed 31 December 2018.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-192,/records-research/project-search/og-18-192,HPA 18-348,"2711 O Street, NW
United States",Residence,Fence replacement,Permit,"No objection to issuance of permit for repair of existing wood fence at rear to match existing and installation of additional wood fencing along western side property line at rear parking pad, per drawings received 24 April 2018, PROVIDED the fence is a solid, capped, vertical-board wood fence that does not extend beyond the front facade of 2710 Poplar Street.  The fence must be the same height as the existing fences on the property, and the horizontal support boards must face towards 2710 Poplar Street.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28915,,,,,,
OG 18-002,/records-research/project-search/og-18-002-0,HPA 18-002,"1641 Wisconsin Avenue, NW
United States",Commercial,"Signage - ""Manny & Olga's Pizza""",Concept,"No objection to concept design for halo-lit aluminum channel letter sign reading ""Manny & Olga's Pizza,"" per drawings received 22 March 2018, PROVIDED front and side of letters are opaque, the halo-lighting is not color, and the applicant works with OGB staff to minimize number of penetrations through metal fascia.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-002', 'OG 18-002')",,,,,
OG 18-083,/records-research/project-search/og-18-083-0,HPA 18-163,"3259 M Street, NW
United States",Commercial,"Signage for ""Roots"", Storefront alterations",Concept,"No objection to concept design for storefront alterations and pin-mounted letter signage reading ""Roots,"" per drawings received ___ March 2018.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-083', 'OG 18-083')",,,,,
OG 18-117,/records-research/project-search/og-18-117-0,HPA 18-222,"3317 P Street, NW
United States",Residence,"New garden shed, Fence replacement, Patios",Concept,"No objection to concept design for site work at rear yard, including new custom-built frame garden shed with standing-seam metal roof, new capped, vertical-board, wood fence, two flagstone and brick patios installed on dust, flagstone stepping stones, and landscaping, per drawings received 26 March 2018, PROVIDED the permit drawings include all four elevations and a section drawing of the proposed shed.  File permit application at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-117', 'OG 18-117')",,,,,
OG 18-130,/records-research/project-search/og-18-130-0,HPA 18-236,"2703 Dumbarton Street, NW
United States",Residence,Window and door replacement on front and rear elevations,Concept,"No objection to concept design for window and door replacement at front and rear elevations, per drawings received ___ March 2018, PROVIDED windows at front are replaced in kind.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-130', 'OG 18-130')",,,,,
OG 18-143,/records-research/project-search/og-18-143,HPA 18-273,"3314 P Street, NW
United States",Residence,Replace garage and entry doors,Permit,"No objection to issuance of permit for removal of existing single-car garage door and pedestrian door for the installation of a wood, paneled, overhead garage door to fit within existing masonry opening, per drawings received 23 March 2018.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,,,,,,
OG 18-146,/records-research/project-search/og-18-146,HPA 18-276,"3526 P Street, NW
United States",Residence,Roof replacement,Permit,"No objection to issuance of permit for removal of existing asphalt shingles for the installation of a standing-seam metal roof, per drawings received 22 March 2018.  No gutters or vents will be replaced as part of this application.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,,,,,,
OG 18-148,/records-research/project-search/og-18-148,HPA 18-278,"3035 M Street, NW
United States",Commercial,"Installation of Wall-Mounted Sign on Front Elevation - ""Reformation""",Permit,"No objection to issuance of permit for non-illuminated, pin-mounted-letter, aluminum sign reading ""Reformation"" on front elevation, per drawings received 16 March 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-123-0', 'OG 18-123')",,,,,
OG 18-151,/records-research/project-search/og-18-151,HPA 18-283,"3334 N Street, NW
United States",Residence,Alterations to Fenestration at Rear,Revised permit,"No objection to revision of permit to install steel French door and paired casement window systems at the south and east elevations of the rear ell, per drawings received 16 March 2018.  Note that the proposed steel systems will fit within the new openings approved in February 2018 (OG 18-091).  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-091-0', 'OG 18-091')",,,,,
OG 18-152,/records-research/project-search/og-18-152,HPA 18-284,"2722 O Street, NW
United States",Residence,"Window replacement, Door-opening alteration",Permit,"No objection to issuance of permit for replacement of 15-over-6 wood window with a simulated-divided-lite 15-over-6 wood window replacement at side elevation and replacement of and extension in height of French doors at side and rear elevations, per drawings received 16 March 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-101-0', 'OG 18-101')",,,,,
OG 18-154,/records-research/project-search/og-18-154,HPA 18-286,"3023 Q Street, NW
United States",Residence,"Two-Story Rear Addition, Alterations",Revised concept,"No objection to revised concept design for proposed two-story rear addition and alterations, per drawings received 15 March 2018, PROVIDED door scheme from page 19.1 is used for the side entry at the rear addition, and is no larger than 3'-7'.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-047-2', 'OG 18-047')",,,,,
OG 18-155,/records-research/project-search/og-18-155,HPA 18-287,"1339 29th Street, NW
United States",Residence,"Two-Story and One-Story Rear Addition, Alterations",Permit,"No objection to issuance of permit for demolition of existing Hugh Jacobsen rear solarium addition, proposed two-story and one-story rear addition, and alterations, per drawings received ___ March 2018, PROVIDED there is no change to the floor levels. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-129-0', 'OG 18-129')",,,,,
OG 18-156,/records-research/project-search/og-18-156,HPA 18-288,"2712 Dumbarton Street, NW
United States",Epiphany Catholic Church,New brick patio,Permit,"No objection to issuance of permit for installation of roughly 6'-11"" x 8'-0"" brick patio and stepping stones in front yard of rectory building, per drawings received 16 March 2018, which indicate the patio will be installed on stone dust and gravel. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-17-328-0', 'OG 17-328')",,,,,
OG 18-157,/records-research/project-search/og-18-157,HPA 18-289,"1662 34th Street, NW
United States",Residence,"Replacement of windows, door, roof, and shutters",Permit,"No objection to issuance of permit for work at front elevation, including replacement to match existing of six 6-over-6, single-glazed windows, paneled shutters at first floor, louvered shutters at second floor, six-panel wood entry door, wood door sill, and standing-seam metal roof on front and rear roof slopes of main block of home, per drawings received 23 March 2018, PROVIDED window jambs are wood and not aluminum or vinyl.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,,,,,,
OG 18-161,/records-research/project-search/og-18-161,HPA 18-293,"2447 P Street, NW
United States",Residence,"Two-story rear addition, New two-car garage at rear",Permit,"No objection to issuance of permit for proposed two-story rear addition with loggia, one-story side addition, and construction of garage in rear yard with access to alley, per supplemental drawings received ___ March 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-062-1', 'OG 18-062')",,,,,
OG 18-162,/records-research/project-search/og-18-162,HPA 18-294,"2729 P Street, NW
United States",Residence,Alterations,Concept,"No objection to concept design for underpinning of basement, which requires new awning single-lite windows at front cellar openings, alteration of existing concrete basement stair, replacement of basement door, and new window opening at rear cellar level, as well as site work at the rear, per drawings received 22 March 2018, PROVIDED more greenery is added to rear landscaping plan.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,,,,,,
OG 18-164,/records-research/project-search/og-18-164,HPA 18-296,"2735 P Street, NW
United States",Residence,"Window and door replacement, Site work at rear yard",Permit,"No objection to issuance of permit for alterations, including window and door replacement at front and rear, installation of new door system at rear, and site work at rear, per drawings received ___ March 2018, PROVIDED existing Hugh Jacobsen windows and light fixture at front are maintained as is and existing double doors at front entrance are reused for conversion to single door. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28913,"('/records-research/project-search/og-18-080-1', 'OG 18-080')",,,,,
OG 18-110,/records-research/project-search/og-18-110,HPA 18-194,"3700 O Street, NW
United States",Georgetown University,Installation of Pergola Structures and Planters on Pedestrian Plazas,Permit,"No objection to issuance of permit for proposed installation of pergola structures and planters on pedestrian plaza per drawings received 9 February 2018. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,"('/records-research/project-search/og-17-219-0', 'OG 17-219')",,,,,
OG 18-112,/records-research/project-search/og-18-112,HPA 18-196,"3222-3236 M Street, NW
United States",Commercial,Sign - Anthropologie & Co.,Permit,"No objection to issuance of permit for pin-mounted sign reading ""Anthropologie & Co.,"" per drawings received 9 February 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,"('/records-research/project-search/og-17-151-0', 'OG 17-151')",,,,,
OG 18-113,/records-research/project-search/og-18-113,HPA 18-211,"1600 32nd Street, NW
United States",Residence,Window replacement,Permit,"No objection to issuance of permit for window sash replacement at two windows with double-glazed, simulated-divided-lite, wood windows to match existing and replacement of two wood shutters to match existing, per drawings received 9 February 2018.  Note that unused antenna on top of roof shall be removed.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-114,/records-research/project-search/og-18-114,HPA 18-213,"3049 West Lane Keys, NW
United States",Residence,Window Replacement on Front Elevation,Permit,"No objection to issuance of permit for proposed window replacement on front elevation, per drawings received 9 February 2018.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-115,/records-research/project-search/og-18-115,HPA 18-217,"3050 K Street, NW
United States",Commercial,Antenna replacement,Permit,"No objection to issuance of permit for replacement of existing antenna with an antenna of similar size, as well as replacement of the associated equipment located within the existing penthouse and not visible from the public right of way, per drawings received 15 February 2018, PROVIDED antenna color matches that of the brick.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-116,/records-research/project-search/og-18-116,HPA 18-221,"3700 O Street, NW
United States",Georgetown University - Copley Crypt & Saint William Chapel,"Exterior Restoration, Waterproofing, Roof Replacement, and Alterations",Permit,"No objection to issuance of permit for proposed exterior restoration, waterproofing, roof replacement, and alterations to Copley Hall, per drawings received 9 February 2018, PROVIDED that mortar analysis and replacement cast-stone are reviewed by Staff prior to the start of work.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,"('/records-research/project-search/og-17-369-0', 'OG 17-369')",,,,,
OG 18-119,/records-research/project-search/og-18-119,HPA 18-224,"1326 35th Street, NW
United States",Residence,"Alterations to Fenestration at Rear, Window Replacement at Front, Fence Replacement",Permit,"No objection to issuance of permit for proposed alterations to fenestration at rear, window replacement at front, and fence replacement, per drawings received 9 February 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,"('/records-research/project-search/og-18-058', 'OG 18-058')",,,,,
OG 18-121,/records-research/project-search/og-18-121,HPA 18-226,"1065 Wisconsin Avenue, NW
United States",Commercial,"Signs - ""south moon under""",Concept,"No objection to concept design for non-illuminated signage plan, which includes two pin-mounted signs - one reading ""south moon under,"" and repair work, including removal of c. 1980 cornice and awnings above first floor and clean up and repair of pediment, per drawings received 9 February 2018, PROVIDED Option ___ is used and holes from removed awnings and cornice are repaired.  Permit drawings must include details about sign installation at brick recess, as well as drawing details showing removal of cornice and awnings.  File new submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-122,/records-research/project-search/og-18-122,HPA 18-227,"3319 Q Street, NW
United States",Residence,Removal of Stucco from Front and Side Elevations to Expose Clapboard Siding,Permit,"No objection to issuance of permit for proposed removal of stucco from front and side elevations, and restoration of clapboard siding, per drawings received 9 February 2018, PROVIDED that work is performed in consultation with Staff.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-123,/records-research/project-search/og-18-123,HPA 18-228,"3035 M Street, NW
United States",Commercial,Installation of Wall-Mounted Sign on Front Elevation,Concept,"No objection to concept design for proposed installation of wall-mounted sign on front elevation, per drawings received 9 February 2018, PROVIDED that all attachments are through mortar joints.  File new submission at DCRA of construction drawings, including dimensioned architectural details and cut sheets, with permit application for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-126,/records-research/project-search/og-18-126,HPA 18-232,"3144 O Street, NW
United States",Residence,New rear door,Permit,"No objection to issuance of permit for replacement of four-pane-over-three-panel wood door at rear second-floor balcony to match existing, per drawings received ___ February 2018.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-127,/records-research/project-search/og-18-127,HPA 18-233,"3700 O Street, NW
United States",Georgetown University,"New structure, Alterations - Cooper Field",Permit,"No objection to issuance of permit for a new sports facility and site alterations at Cooper Field on Georgetown University's campus, per drawings received 9 February 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,"('/records-research/project-search/og-16-335-3', 'OG 16-335')",,,,,
OG 18-131,/records-research/project-search/og-18-131,HPA 18-237,"3040 P Street, NW
United States",Residence,"Window Replacement on Rear Elevation, Site Work to Rear Yard, Interior Alterations",Concept,"No objection to concept design for proposed window replacement on rear elevation, site work to rear yard, and interior alterations, per drawings received 9 February 2018.  File new submission at DCRA of construction drawings, including dimensioned architectural details and cut sheets, with permit application for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
OG 18-132,/records-research/project-search/og-18-132,HPA 18-238,"3009 Dumbarton Street, NW
United States",Residence,Replacement of Wood Fence in Side Yard and Installation of Wrought Iron Gate,Permit,"No objection to issuance of permit for proposed replacement of wood fence in side yard with masonry wall and installation of wrought iron gate, per drawings received 9 February 2018, which indicate protection of mature plantings in the rear yards of adjacent houses. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,"('/records-research/project-search/og-18-106-0', 'OG 18-106')",,,,,
OG 18-133,/records-research/project-search/og-18-133,HPA 18-240,"3632 Reservoir Road, NW
United States",Residence,Installation of Storm Windows and Door on Front Elevation,Permit,"No objection to issuance of permit for proposed installation of storm windows and door on front elevation, per drawings received 16 February 2018.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28911,,,,,,
