0,1,2,3,4,5,6
OG 19-003 (HPA 19-018),"Residence, 2511 P Street, NW.   Alterations at side. Concept.",/records-research/project-search/og-19-003-1,OG 19-003,,,[]
OG 18-208 (HPA 18-390),"Residence, 1205 28th Street, NW.   Stair repair. Concept.",/records-research/project-search/og-18-208-1,OG 18-208,/records-research/project-search/og-18-208,OG 18-208,[]
OG 18-363 (HPA 18-669),"Commercial, 3066 M Street, NW.   Signs. Permit.",/records-research/project-search/og-18-363-0,OG 18-363,,,[]
OG 18-178 (HPA 18-334),"Commercial, 3150 M Street, NW.   Alterations, signage - ""Capital One Cafe"". Concept.",/records-research/project-search/og-18-178-4,OG 18-178,/records-research/project-search/og-18-178-1,OG 18-178,[]
CFA 15/NOV/18-3 ,"Rock Creek Park and associated sites, Rock Creek Park, numerous locations.   Wayfinding, interpretive, and identification signage guidelines. Concept.",/records-research/project-search/cfa-15nov18-3,CFA 15/NOV/18-3,,,[]
OG 18-339 (HPA 18-638),"Multi-family residence, 2500 Q Street, NW.   Replacement of rooftop antennas - Sprint. Permit.",/records-research/project-search/og-18-339-0,OG 18-339,,,[]
OG 18-350 (HPA 18-653),"Residence, 3340 Reservoir Road, NW.   Window replacements. Permit.",/records-research/project-search/og-18-350-0,OG 18-350,,,[]
OG 18-305 (HPA 18-544),"Single-family residence, 1526 32nd Street, NW.   Replace rear windows and doors. Permit.",,,,,[]
OG 18-340 (HPA 18-641),"Multi-family residence, 1015 33rd Street, NW.   Replacement windows and balcony doors. Permit.",/records-research/project-search/og-18-340-3,OG 18-340,,,[]
OG 18-299 (HPA 18-564),"Residence, 1211 29th Street, NW.   Window replacement. Permit.",,,,,[]
OG 18-325 (HPA 18-590),"Residence, 3210 Volta Place, NW.   Rear addition, Alterations. Permit.",/records-research/project-search/og-18-325-3,OG 18-325,,,[]
OG 18-204 (HPA 18-383),"Commercial, 1339 Wisconsin Avenue, NW.   Alterations. Permit.",/records-research/project-search/og-18-204-2,OG 18-204,/records-research/project-search/og-18-204-0,OG 18-204,[]
OG 18-344 (HPA 18-647),"Residence, 1601 28th Street, NW.   Site work. Concept.",,,,,[]
OG 18-352 (HPA 18-655),"Residence, 3274 P Street, NW.   Two-story rear addition. Concept.",/records-research/project-search/og-18-352-2,OG 18-352,,,[]
OG 18-251 (HPA 18-472),"Residence, 1237 31st Street, NW.   Addition, Roof, window, and railing replacement. Concept.",/records-research/project-search/og-18-251-2,OG 18-251,/records-research/project-search/og-18-251,OG 18-251,[]
OG 18-315 (HPA 18-580),"Commercial, 3135 M Street, NW.   Rear addition. Concept.",/records-research/project-search/og-18-315-1,OG 18-315,/records-research/project-search/og-18-315,OG 18-315,[]
OG 18-178 (HPA 18-334),"Commercial, 3150 M Street, NW.   Alterations, Signage - ""Capital One Cafe"". Concept.",/records-research/project-search/og-18-178-4,OG 18-178,/records-research/project-search/og-18-178-0,OG 18-178,[]
OG 18-310 (HPA 18-575),"Mixed-use, 3255-3259 Prospect Street, NW.   New 4-story building, Demolition, Alterations. Revised concept.",/records-research/project-search/og-18-310-3,OG 18-310,/records-research/project-search/og-18-310,OG 18-310,[]
OG 18-353 (HPA 18-656),"Residence, 2724 Olive Street, NW.   Trash enclosure - existing alterations without review. Permit.",,,,,[]
OG 18-334 (HPA 18-625),"Commercial, 2934 M Street, NW.   Alterations to rear patio and new awning cover. Permit.",/records-research/project-search/og-18-334-0,OG 18-334,,,[]
OG 18-348 (HPA 18-651),"Commercial, 3140 M Street, NW.   Signage, Awning replacement, Painting, Rooftop mechanical, Alterations. Concept.",,,,,[]
OG 18-357 (HPA 18-660),"Commercial, 3104 M Street, NW.   Signage - ""patagonia"". Permit.",,,,,[]
OG 18-355 (HPA 18-658),"Residence, 3317 Q Street, NW.   One-story addition, Replacement windows, Landscaping. Concept.",/records-research/project-search/og-18-355-0,OG 18-355,,,[]
OG 18-323 (HPA 18-588),"Residence, 1511 33rd Street, NW.   Enclose and enlarge rear porch, Modifications to garage. Concept.",/records-research/project-search/og-18-323-3,OG 18-323,/records-research/project-search/og-18-323,OG 18-323,[]
OG 18-310 (HPA 18-575),"Mixed-use, 3255-3259 Prospect Street, NW.   New 4-story building; Demolition; Alterations. Concept.",/records-research/project-search/og-18-310-3,OG 18-310,/records-research/project-search/og-17-022-0,OG 17-022,[]
OG 18-303 (HPA 18-568),"Residence, 2525 P Street, NW.   Rear third-floor addition and alterations. Concept.",/records-research/project-search/og-18-303-1,OG 18-303,,,[]
OG 18-324 (HPA 18-589),"Residence, 3023 Q Street, NW.   Two-story rear addition; Alterations. Permit.",/records-research/project-search/og-18-324-0,OG 18-324,/records-research/project-search/og-18-154-0,OG 18-154,[]
OG 18-319 (HPA 18-584),"Residence, 3108 Q Street, NW.   Alterations to existing accessory structure. Concept.",,,,,[]
OG 18-312 (HPA 18-577),"Residence, 1414 34th Street, NW.   Rear addition; Window and door replacement, New stucco at rear. Concept.",/records-research/project-search/og-18-312-1,OG 18-312,,,[]
OG 18-251 (HPA 18-472),"Residence, 1237 31st Street, NW.   Addition; Roof, window, and railing replacement. Concept.",/records-research/project-search/og-18-251-2,OG 18-251,,,[]
OG 18-315 (HPA 18-580),"Commercial, 3135 M Street, NW.   Rear addition. Concept.",/records-research/project-search/og-18-315-1,OG 18-315,,,[]
OG 18-266 (HPA 18-488),"Multi-family residence, 1318 35th Street, NW.   Balcony repair and replacement. Permit.",,,/records-research/project-search/og-18-266,OG 18-266,[]
OG 18-323 (HPA 18-588),"Residence, 1511 33rd Street, NW.   Enclose and enlarge rear porch; Modifications to garage. Concept.",/records-research/project-search/og-18-323-3,OG 18-323,,,[]
OG 18-204 (HPA 18-383),"Commercial, 1339 Wisconsin Avenue, NW.   Alterations. Permit.",/records-research/project-search/og-18-204-2,OG 18-204,/records-research/project-search/og-18-204,OG 18-204,[]
OG 18-242 (HPA 18-442),"Commercial, 1069 Wisconsin Avenue, NW.   Signage - ""Bandoola Bowl"". Permit.",/records-research/project-search/og-18-242-0,OG 18-242,,,[]
OG 18-294 (HPA 18-553),"Commercial, 1408 Wisconsin Avenue, NW.   Storefront alterations. Permit.",/records-research/project-search/og-18-294-0,OG 18-294,/records-research/project-search/og-18-120-2,OG 18-120,[]
OG 18-219 (HPA 18-403),"Commercial, 3251 Prospect Street, NW.   Storefront alterations - Chanterelle. Concept.",/records-research/project-search/og-18-219-2,OG 18-219,/records-research/project-search/og-18-219,OG 18-219,[]
OG 18-289 (HPA 18-548),"Mixed-use, 3251 Prospect Street, NW.   Addition at rear courtyard - Bale & Cube. Concept.",/records-research/project-search/og-18-289-1,OG 18-289,,,[]
OG 18-282 (HPA 18-538),"Commercial, 1080 Wisconsin Avenue, NW.   Signage - ""Avis"" and ""Budget"". Permit.",,,,,[]
OG 18-301 (HPA 18-566),"Commercial, 1065 Wisconsin Avenue, NW.   Relocate existing sign - ""south moon under"". Concept.",/records-research/project-search/og-18-301-0,OG 18-301,,,[]
OG 18-295 (HPA 18-555),"Residence, 2708 P Street, NW.   Rear window replacement. Permit.",/records-research/project-search/og-18-295-0,OG 18-295,,,[]
OG 18-298 (HPA 18-563),"Residence, 3120 R Street, NW #108.   Replacement windows. Permit.",/records-research/project-search/og-18-298-0,OG 18-298,,,[]
OG 18-125 (HPA 18-231),"Residence, 3602 Prospect Street, NW.   Rear addition; Roof addition; Alterations. Concept.",/records-research/project-search/og-18-125-2,OG 18-125,/records-research/project-search/og-18-125-0,OG 18-125,[]
OG 18-208 (HPA 18-390),"Residence, 1205 28th Street, NW.   Stair repair. Permit.",/records-research/project-search/og-18-208-1,OG 18-208,,,[]
OG 18-328 (HPA 18-593),"Residence, 1681 35th Street, NW.   Window and door replacement at front; Removal of electric box. Permit.",/records-research/project-search/og-18-328-0,OG 18-328,,,[]
OG 18-243 (HPA 18-446),"Commercial, 1026, 1032, 1040, 1042 31st Street, NW;  3103-3105 South Street, NW.   Alterations. Permit.",/records-research/project-search/og-18-243-0,OG 18-243,,,[]
OG 18-178 (HPA 18-334),"Commercial, 3150 M Street, NW.   Alterations, signage reading ""Capital One Cafe"". Concept.",/records-research/project-search/og-18-178-4,OG 18-178,/records-research/project-search/og-18-178,OG 18-178,[]
OG 18-254 (HPA 18-476),"Residence, 3032 Dent Place, NW.   Rear addition, site work. Permit.",,,/records-research/project-search/og-18-193-0,OG 18-193,[]
OG 18-260 (HPA 18-482),"Halcyon Arts Lab, formerly Fillmore School, 1801 35th Street, NW.   Site work. Permit.",,,/records-research/project-search/og-18-260,OG 18-260,[]
OG 18-075 (HPA 18-127),"Residence, 3024 Q Street, NW.   Installation of rear covered porch. Concept.",/records-research/project-search/og-18-075-5,OG 18-075,/records-research/project-search/og-18-075-1,OG 18-075,[]
OG 18-217 (HPA 18-401),"Commercial, 1214 Wisconsin Avenue, NW.   Storefront alterations, rear addition. Concept.",,,/records-research/project-search/og-18-217-0,OG 18-217,[]
OG 18-177 (HPA 18-333),"Residence, 1639 35th Street, NW.   Enclose first-floor porch at rear, window replacement. Concept.",,,/records-research/project-search/og-18-177-1,OG 18-177,[]
OG 18-189 (HPA 18-345),"Residence, 3203 R Street, NW.   Site work, stairs at front and side. Permit.",,,/records-research/project-search/og-18-189-1,OG 18-189,[]
OG 18-150 (HPA 18-282),"Commercial, 1056 Thomas Jefferson Street, NW.   Door replacements, lighting, signage. Concept.",,,/records-research/project-search/og-18-150-1,OG 18-150,[]
OG 18-250 (HPA 18-471),"Mixed-use, 3240 Prospect Street, NW.   Site work - revision to Permit. Permit.",/records-research/project-search/og-18-250-0,OG 18-250,,,[]
OG 18-256 (HPA 18-478),"Residence, 3014 Cambridge Place, NW.   Addition. Concept.",/records-research/project-search/og-18-256-0,OG 18-256,,,[]
OG 18-257 (HPA 18-479),"Residence, 2706 Olive Street, NW.   Roof replacement, window replacement. Permit.",/records-research/project-search/og-18-257-0,OG 18-257,,,[]
OG 18-266 (HPA 18-488),"Multi-family residence, 1318 35th Street, NW.   Balcony repair and replacement. Permit.",,,,,[]
OG 18-267 (HPA 18-489),"Residence, 3210 Volta Place, NW.   Addition, alterations. Concept.",/records-research/project-search/og-18-267-0,OG 18-267,,,[]
OG 18-273 (HPA 18-495),"Residence, 1525 29th Street, NW.   Door replacement. Permit.",,,,,[]
OG 18-262 (HPA 18-484),"Commercial, 3109 M Street, NW.   Signage - ""James Allen"". Concept.",/records-research/project-search/og-18-262-0,OG 18-262,,,[]
OG 18-203 (HPA 18-382),"Residence, 1035 Cecil Place, NW.   Solar panels. Permit.",,,,,[]
OG 18-204 (HPA 18-383),"Commercial, 1339 Wisconsin Avenue, NW.   Alterations. Permit.",/records-research/project-search/og-18-204-2,OG 18-204,,,[]
OG 18-240 (HPA 18-439),"Residence, 3337 P Street, NW.   General repairs, window replacement, roof work. Permit.",/records-research/project-search/og-18-240-0,OG 18-240,,,[]
TBD (HPA TBD),"K Street below the Whitehurst Freeway Bridge, K Street from 27th Street to 30th Street, NW.   Georgetown Gateway Project. Concept.",/records-research/project-search/tbd-18,TBD,,,[]
TBD (HPA TBD),"NPS Reservation 22, Traffic island at M Street, Pennsylvania Avenue, and 28th Street, NW.   Georgetown Gateway Project. Concept.",/records-research/project-search/tbd-19,TBD,,,[]
OG 18-196 (HPA 18-352),"Hardy Middle School, 1819 35th Street, NW.   Site work for outdoor classroom. Permit.",,,/records-research/project-search/cfa-20apr17-i,CFA 20/APR/17-i,[]
OG 18-222 (HPA 18-407),"Mixed-use, 2715 Pennsylvania Avenue, NW.   Demolition, new construction. Concept.",,,/records-research/project-search/og-18-222,OG 18-222,[]
OG 18-227 (HPA 18-412),"Commercial, 3100 South Street, NW.   Addition. Concept.",,,/records-research/project-search/og-18-227,OG 18-227,[]
OG 18-229 (HPA 18-414),"Georgetown University - St. Mary's Hall, 3700 O Street, NW.   Temporary entrance. Concept.",,,,,[]
OG 18-226 (HPA 18-411),"Georgetown University - Central Utility Plant, 3700 O Street, NW.   Boiler stacks. Concept.",/records-research/project-search/og-18-226-0,OG 18-226,,,[]
OG 18-225 (HPA 18-410),"Residence, 3420 P Street, NW.   Modifications to approved rear addition. Concept.",/records-research/project-search/og-18-225-0,OG 18-225,,,[]
OG 18-187 (HPA 18-343),"Commercial, 3217 P Street, NW.   Storefront alterations. Concept.",,,/records-research/project-search/og-18-187,OG 18-187,[]
OG 18-193 (HPA 18-349),"Residence, 3032 Dent Place, NW.   Rear addition, site work. Concept.",,,/records-research/project-search/og-18-193-0,OG 18-193,[]
OG 18-224 (HPA 18-409),"Commercial, 3222 M Street, NW.   Storefront alterations. Concept.",/records-research/project-search/og-18-224-0,OG 18-224,,,[]
OG 18-183 (HPA 18-339),"Halcyon Arts Lab, formerly Fillmore School, 1801 35th Street, NW.   Site work. Concept.",,,/records-research/project-search/og-18-183-0,OG 18-183,[]
OG 18-236 (HPA 18-421),"Residence, 1320 30th Street, NW.   Fenestration alterations, stair removal, door replacement. Concept.",/records-research/project-search/og-18-236-0,OG 18-236,,,[]
OG 18-237 (HPA 18-422),"Residence, 2928 P Street, NW.   Addition. Concept.",/records-research/project-search/og-18-237-0,OG 18-237,,,[]
OG 18-075 (HPA 18-127),"Residence, 3024 Q Street, NW.   Alterations to rear fenestration, installation of covered porch. Concept.",,,/records-research/project-search/og-18-075-1,OG 18-075,[]
OG 18-219 (HPA 18-403),"Commercial, 3251 Prospect Street, NW.   Alterations. Concept.",/records-research/project-search/og-18-219-2,OG 18-219,,,[]
OG 18-189 (HPA 18-345),"Residence, 3203 R Street, NW.   Site work, stairs at front and side. Permit.",/records-research/project-search/og-18-189-1,OG 18-189,,,[]
OG 18-233 (HPA 18-418),"Residence, 1337 30th Street, NW.   Basement underpinning, basement stair alteration. Concept.",/records-research/project-search/og-18-233-0,OG 18-233,,,[]
OG 18-232 (HPA 18-417),"Commercial, 1061 31st Street, NW.   New canopies. Concept.",/records-research/project-search/og-18-232-1,OG 18-232,,,[]
OG 18-217 (HPA 18-401),"Commercial, 1214 Wisconsin Avenue, NW.   Storefront alterations, rear addition. Concept.",/records-research/project-search/og-18-217-0,OG 18-217,,,[]
OG 18-177 (HPA 18-333),"Residence, 1639 35th Street, NW.   Enclose first-floor porch at rear, window replacement. Concept.",/records-research/project-search/og-18-177-1,OG 18-177,/records-research/project-search/og-18-177,OG 18-177,[]
OG 18-150 (HPA 18-282),"Commercial, 1056 Thomas Jefferson Street, NW.   Door replacements, lighting, signage. Concept.",/records-research/project-search/og-18-150-1,OG 18-150,/records-research/project-search/og-18-150,OG 18-150,[]
OG 18-228 (HPA 18-418),"Residence, 3405 Dent Place, NW.   Rear addition. Concept.",,,,,[]
OG 18-223 (HPA 18-408),"Residence, 1342 28th Street, NW.   Door replacement, garage door replacement, new trellis. Concept.",/records-research/project-search/og-18-223-0,OG 18-223,,,[]
OG 18-125 (HPA 18-231),"Residence, 3602 Prospect Street, NW.   Rear addition, roof addition, alterations. Concept.",/records-research/project-search/og-18-125-2,OG 18-125,/records-research/project-search/og-18-125,OG 18-125,[]
OG 18-211 (HPA 18-395),"Residence, 2727 Q Street, NW.   Site work. Permit.",/records-research/project-search/og-18-211-0,OG 18-211,,,[]
OG 18-200 (HPA 18-364),"Commercial, 3100 South Street, NW.   Site work. Permit.",/records-research/project-search/og-18-200-0,OG 18-200,,,[]
CFA 17/MAY/18-e ,"Hyde-Addison Elementary School, 3219 O Street, NW.   Addition. Permit.",/records-research/project-search/cfa-17may18-e,CFA 17/MAY/18-e,/records-research/project-search/og-18-039-0,OG 18-039,[]
CFA 17/MAY/18-f ,"Hyde-Addison Elementary School, 3219 O Street, NW.   Site work. Concept.",/records-research/project-search/cfa-17may18-f,CFA 17/MAY/18-f,,,[]
OG 18-153 (HPA 18-285),"Residence, 3327 P Street, NW.   One-story addition at third floor. Concept.",/records-research/project-search/og-18-153-1,OG 18-153,/records-research/project-search/og-18-153,OG 18-153,[]
OG 18-120 (HPA 18-225),"Commercial, 1408 Wisconsin Avenue, NW.   Storefront alterations, new sign. Concept.",/records-research/project-search/og-18-120-2,OG 18-120,/records-research/project-search/og-18-120-0,OG 18-120,[]
OG 18-145 (HPA 18-275),"Commercial, 3050 K Street, NW.   New awnings, seating, signage ""Guapo's"". Concept.",/records-research/project-search/og-18-145-1,OG 18-145,/records-research/project-search/og-18-145,OG 18-145,[]
OG 18-075 (HPA 18-127),"Residence, 3024 Q Street, NW.   Alterations to rear fenestration, installation of covered porch. Concept.",/records-research/project-search/og-18-075-1,OG 18-075,/records-research/project-search/og-18-075,OG 18-075,[]
OG 18-193 (HPA 18-349),"Residence, 3032 Dent Place, NW.   Rear addition, site work. Concept.",/records-research/project-search/og-18-193-0,OG 18-193,,,[]
OG 18-183 (HPA 18-339),"Halcyon Arts Lab, formerly Fillmore School, 1801 35th Street, NW.   Site work. Concept.",/records-research/project-search/og-18-183-0,OG 18-183,,,[]
OG 18-178 (HPA 18-334),"Commercial, 3150 M Street, NW.   Alterations, signage reading ""Capital One Cafe"". Concept.",/records-research/project-search/og-18-178-4,OG 18-178,,,[]
OG 18-187 (HPA 18-343),"Commercial, 3217 P Street, NW.   Storefront alterations. Concept.",,,,,[]
OG 18-177 (HPA 18-333),"Residence, 1639 35th Street, NW.   Enclose first-floor porch at rear, window replacement. Concept.",/records-research/project-search/og-18-177-1,OG 18-177,,,[]
OG 18-189 (HPA 18-345),"Residence, 3203 R Street, NW.   Site work, stairs at front and side. Permit.",,,,,[]
OG 18-176 (HPA 18-332),"Residence, 2909 Q Street, NW.   New fence and wall, new patio. Permit.",/records-research/project-search/og-18-176-0,OG 18-176,,,[]
OG 18-181 (HPA 18-337),"Residence, 1518 32nd Street, NW.   Window replacements. Permit.",/records-research/project-search/og-18-181-1,OG 18-181,,,[]
OG 18-171 (HPA 18-327),"Residence, 1601 Caton Place, NW.   Awning removal, door replacement, relocate electric meter. Concept.",/records-research/project-search/og-18-171-0,OG 18-171,,,[]
OG 18-184 (HPA 18-340),"Residence, 3323 P Street, NW.   Installation of dormer window at rear elevation of main roof. Permit.",,,,,[]
OG 18-185 (HPA 18-341),"Residence, 2703 Dumbarton Street, NW.   Window and door replacement at rear elevation. Permit.",/records-research/project-search/og-18-185-0,OG 18-185,/records-research/project-search/og-18-130-1,OG 18-130,[]
OG 18-195 (HPA 18-351),"Commercial, 3210 M Street, NW.   Signage - ""Aritzia"". Permit.",/records-research/project-search/og-18-195-0,OG 18-195,,,[]
OG 18-169 (HPA 18-324),"Commercial, 1065 31st Street, NW.   Rooftop garden. Concept.",,,,,[]
OG 18-172 (HPA 18-328),"Residence, 1223 Potomac Street, NW.   Window replacement, alterations. Permit.",/records-research/project-search/og-18-172-0,OG 18-172,,,[]
OG 18-179 (HPA 18-335),"Commercial, 1737 Wisconsin Avenue, NW.   Recovering of awnings, signage. Concept.",/records-research/project-search/og-18-179-0,OG 18-179,/records-research/project-search/og-18-042-0,OG 18-042,[]
OG 18-167 (HPA 18-313),"Commercial, 2805 M Street, NW.   Lower metal balcony and door to ground level. Concept.",,,,,[]
OG 18-080 (HPA 18-159),"Residence, 2735 P Street, NW.   Window and door replacement, Site work at rear yard. Concept.",/records-research/project-search/og-18-080-1,OG 18-080,/records-research/project-search/og-18-080-0,OG 18-080,[]
OG 17-322 (HPA 17-550),"Commercial, 3100 South Street, NW.   Addition. Concept.",/records-research/project-search/og-17-322-5,OG 17-322,/records-research/project-search/og-17-322-3,OG 17-322,[]
OG 18-102 (HPA 18-186),"Residence, 3053 P Street, NW.   Alterations to side and rear elevations, Site alterations, Window & door replacement. Concept.",,,/records-research/project-search/og-18-102-0,OG 18-102,[]
OG 18-159 (HPA 18-291),"Residence, 3327 O Street, NW.   Rear addition. Concept.",/records-research/project-search/og-18-159-0,OG 18-159,,,[]
OG 18-120 (HPA 18-225),"Commercial, 1408 Wisconsin Avenue, NW.   Storefront alterations, New sign. Concept.",/records-research/project-search/og-18-120-2,OG 18-120,/records-research/project-search/og-18-120,OG 18-120,[]
OG 18-147 (HPA 18-277),"Commercial, 1506 Wisconsin Avenue, NW.   Addition. Concept.",,,,,[]
OG 18-153 (HPA 18-285),"Residence, 3327 P Street, NW.   One-story addition at third floor. Concept.",/records-research/project-search/og-18-153-1,OG 18-153,,,[]
OG 18-163 (HPA 18-295),"Residence, 2716 O Street, NW.   Rear addition, Demolition, Site work. Permit.",,,,,[]
OG 18-118 (HPA 18-224),"Commercial, 1061 31st Street, NW.   Installation of kiosk. Concept.",/records-research/project-search/og-18-118-1,OG 18-118,/records-research/project-search/og-18-118,OG 18-118,[]
OG 18-158 (HPA 18-290),"Multi-family residence, 2511 Q Street, NW.   Removal of canopy, Front door replacement, Alterations. Permit.",/records-research/project-search/og-18-158-0,OG 18-158,/records-research/project-search/og-17-338-0,OG 17-338,[]
OG 18-144 (HPA 18-274),"Commercial, 1065 Wisconsin Avenue, NW.   Signs - ""south moon under"". Permit.",/records-research/project-search/og-18-144-0,OG 18-144,/records-research/project-search/og-18-121-0,OG 18-121,[]
OG 18-160 (HPA 18-292),"Residence, 3273 P Street, NW.   Porch enclosure, Fence replacement. Concept.",/records-research/project-search/og-18-160-0,OG 18-160,,,[]
OG 18-145 (HPA 18-275),"Commercial, 3050 K Street, NW.   New awnings, Seating, Signage ""Guapo's"". Concept.",/records-research/project-search/og-18-145-1,OG 18-145,,,[]
OG 18-082 (HPA 18-161),"Mixed-use, 3251 Prospect Street, NW.   Installation of Cellular Antennas and Equipment - T-Mobile. Concept.",/records-research/project-search/og-18-082-2,OG 18-082,/records-research/project-search/og-18-082-0,OG 18-082,[]
OG 18-135 (HPA 18-255),"Residence, 3121 O Street, NW.   Stair alterations. Permit.",/records-research/project-search/og-18-135-0,OG 18-135,,,[]
OG 18-150 (HPA 18-282),"Commercial, 1056 Thomas Jefferson Street, NW.   Door replacements, Lighting, Signage. Permit.",/records-research/project-search/og-18-150-1,OG 18-150,,,[]
OG 18-134 (HPA 18-242),"Residence, 3232 Prospect Street, NW.   Roof replacement with copper. Permit.",/records-research/project-search/og-18-134-0,OG 18-134,,,[]
OG 17-322 (HPA 17-550),"Commercial, 3100 South Street, NW.   Addition. Concept.",/records-research/project-search/og-17-322-5,OG 17-322,/records-research/project-search/og-17-322-2,OG 17-322,[]
OG 18-120 (HPA 18-225),"Commercial, 1408 Wisconsin Avenue, NW.   Storefront alterations, New sign. Concept.",/records-research/project-search/og-18-120-2,OG 18-120,,,[]
OG 18-080 (HPA 18-159),"Residence, 2735 P Street, NW.   Window Replacement, Installation of Windows on Side Elevation, Site Work to Rear Yard. Concept.",/records-research/project-search/og-18-080-1,OG 18-080,/records-research/project-search/og-18-080,OG 18-080,[]
OG 18-082 (HPA 18-161),"Mixed-use, 3251 Prospect Street, NW.   Installation of Cellular Antennas and Equipment - T-Mobile. Concept.",/records-research/project-search/og-18-082-2,OG 18-082,/records-research/project-search/og-18-082,OG 18-082,[]
OG 18-124 (HPA 18-230),"Residence, 3405 Dent Place, NW.   New addition. Concept.",,,,,[]
OG 18-117 (HPA 18-222),"Residence, 3317 P Street, NW.   New accessory structure, fence replacement, synthetic turf lawn. Concept.",,,,,[]
OG 18-102 (HPA 18-186),"Residence, 3053 P Street, NW.   Alterations to Side and Rear Elevations, Site Alterations, and Window & Door Replacement. Concept.",,,/records-research/project-search/og-18-102,OG 18-102,[]
OG 18-129 (HPA 18-235),"Residence, 1339 29th Street, NW.   Two-Story and One-Story Rear Addition, Alterations. Concept.",/records-research/project-search/og-18-129-0,OG 18-129,,,[]
OG 18-128 (HPA 18-234),"Residence, 3234 N Street, NW.   Alterations to front entry, Window Replacement, Site Alterations. Permit.",/records-research/project-search/og-18-128-0,OG 18-128,/records-research/project-search/og-17-060-1,OG 17-060,[]
OG 18-130 (HPA 18-236),"Residence, 2703 Dumbarton Street, NW.   Window and Door Replacement on Front and Rear Elevations. Concept.",,,,,[]
OG 18-118 (HPA 18-224),"Commercial, 1061 31st Street, NW.   Installation of Wall-Mounted Kiosk on Front Elevation. Concept.",/records-research/project-search/og-18-118-1,OG 18-118,,,[]
OG 18-083 (HPA 18-163),"Commercial, 3259 M Street, NW.   Installation of Wall Mounted Sign, Recovering of Awnings, Door Replacement, and Alterations. Concept.",,,,,[]
OG 17-100 (HPA 17-177),"Commercial, 3247 Q Street, NW.   Window replacement. Concept.",/records-research/project-search/og-17-100-2,OG 17-100,/records-research/project-search/og-17-100,OG 17-100,[]
OG 18-125 (HPA 18-231),"Residence, 3602 Prospect Street, NW.   Rear addition, Roof addition, Alterations. Concept.",/records-research/project-search/og-18-125-2,OG 18-125,,,[]
OG 17-322 (HPA 17-550),"Commercial, 3100 South Street, NW.   Addition. Concept.",/records-research/project-search/og-17-322-5,OG 17-322,/records-research/project-search/og-17-322-1,OG 17-322,[]
OG 18-062 (HPA 18-100),"Residence, 2447 P Street, NW.   Two-story rear addition, New two-car garage at rear. Concept.",/records-research/project-search/og-18-062-1,OG 18-062,/records-research/project-search/og-18-062-0,OG 18-062,[]
OG 18-026 (HPA 18-100),"Residence, 2447 P Street, NW.   Two-Story Rear Addition, New Two-Car Garage at Rear / Alley. Concept.",,,/records-research/project-search/og-18-062,OG 18-062,[]
OG 18-047 (HPA 18-085),"Residence, 3023 Q Street, NW.   Two-Story Rear Addition, Alterations. Concept.",/records-research/project-search/og-18-047-2,OG 18-047,/records-research/project-search/og-18-047-0,OG 18-047,[]
OG 18-051 (HPA 18-089),"Residence, 1042 31st Street, NW.   Site Alterations, Alterations to Fenestration, Window Replacement, Installation of Awnings. Concept.",/records-research/project-search/og-18-051-2,OG 18-051,/records-research/project-search/og-18-051-0,OG 18-051,[]
OG 18-052 (HPA 18-090),"Residence, 1040 31st Street, NW.   Site Alterations, Alterations to Fenestration , Window Replacement, Installation of Awnings. Concept.",/records-research/project-search/og-18-052-2,OG 18-052,/records-research/project-search/og-18-052-0,OG 18-052,[]
OG 18-053 (HPA 18-091),"Residence, 1032 31st Street, NW.   Site Alterations, Alterations to Fenestration , Window Replacement, Installation of Awnings. Concept.",/records-research/project-search/og-18-053-2,OG 18-053,/records-research/project-search/og-18-053-0,OG 18-053,[]
OG 18-054 (HPA 18-092),"Residence, 1026 31st Street, NW.   Site Alterations, Alterations to Fenestration , Window Replacement, Installation of Awnings. Concept.",/records-research/project-search/og-18-054-2,OG 18-054,/records-research/project-search/og-18-054-0,OG 18-054,[]
OG 18-055 (HPA 18-093),"Residence, 3103 South Street, NW.   Site Alterations, Alterations to Fenestration , Window Replacement, Installation of Awnings. Concept.",/records-research/project-search/og-18-055-2,OG 18-055,/records-research/project-search/og-18-055-0,OG 18-055,[]
OG 18-056 (HPA 18-094),"Residence, 3105 South Street, NW.   Site Alterations, Alterations to Fenestration , Window Replacement, Installation of Awnings. Concept.",/records-research/project-search/og-18-056-2,OG 18-056,/records-research/project-search/og-18-056-0,OG 18-056,[]
OG 18-075 (HPA 18-127),"Residence, 3024 Q Street, NW.   Alterations to Rear Fenestration, Installation of Covered Porch & Walkway. Concept.",/records-research/project-search/og-18-075-1,OG 18-075,,,[]
OG 17-367 (HPA 17-641),"TBD, Sites in Georgetown.   Installation of Historic Markers. Concept.",/records-research/project-search/og-17-367-2,OG 17-367,/records-research/project-search/og-17-367-0,OG 17-367,[]
OG 18-028 (HPA 18-049),"Commercial, 1222 Wisconsin Avenue, NW.   Signage and Awnings, Alterations. Permit.",/records-research/project-search/og-18-028-1,OG 18-028,/records-research/project-search/og-17-245-1,OG 17-245,[]
OG 18-100 (HPA 18-184),"Georgetown University - White Gravenor Hall, 3700 O Street, NW - White Gravenor Hall.   Alterations to Terrace and Front Entrance. Concept.",/records-research/project-search/og-18-100-0,OG 18-100,,,[]
